exchange,symbol,date,file,increase_pct,retracement_pct,peak_bucket,label
binance,BRDBTC,2019-06-17,BRDBTC-1m-2019-06-17.csv,9.62,157.02,micro,PUMP
binance,BRDBTC,2019-10-03,BRDBTC-1m-2019-10-03.csv,7.35,34.03,micro,PUMP
binance,BRDBTC,2019-12-23,BRDBTC-1m-2019-12-23.csv,11.43,104.75,small,PUMP
binance,BRDBTC,2020-01-20,BRDBTC-1m-2020-01-20.csv,25.06,78.25,medium,PUMP
binance,BRDBTC,2020-03-24,BRDBTC-1m-2020-03-24.csv,40.36,65.53,major,PUMP
binance,BRDBTC,2020-11-09,BRDBTC-1m-2020-11-09.csv,70.62,81.61,extreme,PUMP
binance,BRDBTC,2021-02-06,BRDBTC-1m-2021-02-06.csv,53.07,118.29,extreme,PUMP
binance,BRDBTC,2021-02-24,BRDBTC-1m-2021-02-24.csv,78.78,81.55,extreme,PUMP
binance,BRDBTC,2021-05-02,BRDBTC-1m-2021-05-02.csv,1.2,0.0,,VOLATILE_CONTROL
binance,BRDBTC,2021-08-29,BRDBTC-1m-2021-08-29.csv,58.37,109.96,extreme,PUMP
binance,BRDBTC,2021-10-31,BRDBTC-1m-2021-10-31.csv,57.64,130.77,extreme,PUMP
binance,BTSBTC,2019-07-19,BTSBTC-1m-2019-07-19.csv,11.32,102.08,small,PUMP
binance,BTSBTC,2019-08-22,BTSBTC-1m-2019-08-22.csv,4.35,0.0,,VOLATILE_CONTROL
binance,BTSBTC,2020-07-02,BTSBTC-1m-2020-07-02.csv,4.45,0.0,,VOLATILE_CONTROL
binance,BTSBTC,2021-03-07,BTSBTC-1m-2021-03-07.csv,10.28,100.0,small,PUMP
binance,CDTBTC,2019-05-13,CDTBTC-1m-2019-05-13.csv,15.79,211.11,small,PUMP
binance,CDTBTC,2019-05-17,CDTBTC-1m-2019-05-17.csv,10.26,108.33,small,PUMP
binance,CDTBTC,2019-08-09,CDTBTC-1m-2019-08-09.csv,33.83,86.67,large,PUMP
binance,CDTBTC,2021-02-23,CDTBTC-1m-2021-02-23.csv,48.65,116.67,major,PUMP
binance,CDTBTC,2021-04-15,CDTBTC-1m-2021-04-15.csv,79.17,80.7,extreme,PUMP
binance,CDTBTC,2021-06-18,CDTBTC-1m-2021-06-18.csv,14.29,100.0,small,PUMP
binance,CHZBTC,2021-09-01,CHZBTC-1m-2021-09-01.csv,5.41,80.95,micro,PUMP
binance,CNDBTC,2019-05-21,CNDBTC-1m-2019-05-21.csv,13.57,56.67,small,PUMP
binance,CNDBTC,2021-04-23,CNDBTC-1m-2021-04-23.csv,8.62,120.0,micro,PUMP
binance,CNDBTC,2021-06-06,CNDBTC-1m-2021-06-06.csv,62.5,111.43,extreme,PUMP
binance,CTXCBTC,2020-06-03,CTXCBTC-1m-2020-06-03.csv,225.41,94.75,extreme,PUMP
binance,CTXCBTC,2020-08-05,CTXCBTC-1m-2020-08-05.csv,0.7,0.0,,VOLATILE_CONTROL
binance,CTXCBTC,2021-03-18,CTXCBTC-1m-2021-03-18.csv,50.4,66.14,extreme,PUMP
binance,CTXCBTC,2021-05-14,CTXCBTC-1m-2021-05-14.csv,7.97,98.11,micro,PUMP
binance,CTXCBTC,2021-08-07,CTXCBTC-1m-2021-08-07.csv,15.57,23.73,,VOLATILE_CONTROL
binance,CTXCBTC,2021-09-15,CTXCBTC-1m-2021-09-15.csv,19.69,78.65,small,PUMP
binance,CVCBTC,2019-08-13,CVCBTC-1m-2019-08-13.csv,75.2,84.59,extreme,PUMP
binance,CVCBTC,2020-05-05,CVCBTC-1m-2020-05-05.csv,8.75,114.29,micro,PUMP
binance,DATABTC,2019-08-15,DATABTC-1m-2019-08-15.csv,78.95,81.33,extreme,PUMP
binance,DATABTC,2019-09-08,DATABTC-1m-2019-09-08.csv,34.96,104.65,large,PUMP
binance,DATABTC,2021-05-15,DATABTC-1m-2021-05-15.csv,29.63,40.0,medium,PUMP
binance,DCRBTC,2019-03-14,DCRBTC-1m-2019-03-14.csv,23.06,94.82,medium,PUMP
binance,DLTBTC,2019-04-07,DLTBTC-1m-2019-04-07.csv,6.2,85.62,micro,PUMP
binance,DLTBTC,2019-07-15,DLTBTC-1m-2019-07-15.csv,23.91,90.14,medium,PUMP
binance,DLTBTC,2021-04-24,DLTBTC-1m-2021-04-24.csv,27.58,125.25,medium,PUMP
binance,DLTBTC,2021-05-01,DLTBTC-1m-2021-05-01.csv,73.4,117.48,extreme,PUMP
binance,DLTBTC,2021-05-16,DLTBTC-1m-2021-05-16.csv,21.01,119.72,medium,PUMP
binance,DLTBTC,2021-06-13,DLTBTC-1m-2021-06-13.csv,9.19,252.0,micro,PUMP
binance,DNTBTC,2019-03-29,DNTBTC-1m-2019-03-29.csv,14.43,60.71,small,PUMP
binance,DNTBTC,2019-06-26,DNTBTC-1m-2019-06-26.csv,0.71,0.0,,VOLATILE_CONTROL
binance,DNTBTC,2019-06-29,DNTBTC-1m-2019-06-29.csv,38.33,71.74,large,PUMP
binance,DREPBTC,2021-07-25,DREPBTC-1m-2021-07-25.csv,58.57,109.75,extreme,PUMP
binance,DUSKBTC,2020-10-30,DUSKBTC-1m-2020-10-30.csv,89.94,90.61,extreme,PUMP
binance,DUSKBTC,2025-10-10,DUSKBTC-1m-2025-10-10.csv,21.15,336.36,medium,PUMP
binance,DUSKBTC,2026-01-19,DUSKBTC-1m-2026-01-19.csv,111.83,80.95,extreme,PUMP
binance,EDOBTC,2019-02-16,EDOBTC-1m-2019-02-16.csv,22.8,99.33,medium,PUMP
binance,EDOBTC,2019-09-06,EDOBTC-1m-2019-09-06.csv,7.72,180.95,micro,PUMP
binance,EDOBTC,2019-09-25,EDOBTC-1m-2019-09-25.csv,8.63,131.79,micro,PUMP
binance,EDOBTC,2019-11-21,EDOBTC-1m-2019-11-21.csv,5.81,202.97,micro,PUMP
binance,EDOBTC,2019-12-08,EDOBTC-1m-2019-12-08.csv,36.39,99.75,large,PUMP
binance,EDOBTC,2020-03-26,EDOBTC-1m-2020-03-26.csv,67.65,75.99,extreme,PUMP
binance,ELFBTC,2020-04-10,ELFBTC-1m-2020-04-10.csv,5.95,133.33,micro,PUMP
binance,ELFBTC,2020-07-24,ELFBTC-1m-2020-07-24.csv,17.65,96.57,small,PUMP
binance,ELFBTC,2021-05-21,ELFBTC-1m-2021-05-21.csv,53.91,105.7,extreme,PUMP
binance,ENGBTC,2019-08-07,ENGBTC-1m-2019-08-07.csv,9.46,121.8,micro,PUMP
binance,ETCBTC,2025-10-10,ETCBTC-1m-2025-10-10.csv,7.61,802.5,micro,PUMP
binance,EVXBTC,2019-01-08,EVXBTC-1m-2019-01-08.csv,8.03,99.16,micro,PUMP
binance,EVXBTC,2020-06-24,EVXBTC-1m-2020-06-24.csv,10.29,138.81,small,PUMP
binance,EVXBTC,2021-10-03,EVXBTC-1m-2021-10-03.csv,28.87,117.86,medium,PUMP
binance,EVXBTC,2021-10-24,EVXBTC-1m-2021-10-24.csv,81.93,109.65,extreme,PUMP
binance,EVXBTC,2021-11-12,EVXBTC-1m-2021-11-12.csv,48.08,110.27,major,PUMP
binance,EZBTC,2021-08-08,EZBTC-1m-2021-08-08.csv,292.59,95.04,extreme,PUMP
binance,EZBTC,2021-10-03,EZBTC-1m-2021-10-03.csv,72.88,110.71,extreme,PUMP
binance,EZBTC,2021-10-31,EZBTC-1m-2021-10-31.csv,83.09,109.64,extreme,PUMP
binance,FIOBTC,2021-06-13,FIOBTC-1m-2021-06-13.csv,42.67,73.57,major,PUMP
binance,FXSBTC,2021-09-19,FXSBTC-1m-2021-09-19.csv,93.84,82.63,extreme,PUMP
binance,GNTBTC,2020-01-10,GNTBTC-1m-2020-01-10.csv,12.89,120.0,small,PUMP
binance,GNTBTC,2020-04-10,GNTBTC-1m-2020-04-10.csv,40.23,91.04,major,PUMP
binance,GRSBTC,2019-02-02,GRSBTC-1m-2019-02-02.csv,23.71,106.13,medium,PUMP
binance,GRSBTC,2019-03-05,GRSBTC-1m-2019-03-05.csv,32.85,96.99,large,PUMP
binance,GRSBTC,2019-10-15,GRSBTC-1m-2019-10-15.csv,18.54,98.76,small,PUMP
binance,GRSBTC,2020-04-02,GRSBTC-1m-2020-04-02.csv,47.0,93.62,major,PUMP
binance,GRSBTC,2021-03-05,GRSBTC-1m-2021-03-05.csv,23.07,113.55,medium,PUMP
binance,GRSBTC,2021-12-06,GRSBTC-1m-2021-12-06.csv,45.75,106.58,major,PUMP
binance,GTOBTC,2020-05-21,GTOBTC-1m-2020-05-21.csv,11.76,137.5,small,PUMP
binance,GTOBTC,2020-11-03,GTOBTC-1m-2020-11-03.csv,17.07,171.43,small,PUMP
binance,GVTBTC,2020-04-04,GVTBTC-1m-2020-04-04.csv,33.57,100.52,large,PUMP
binance,GVTBTC,2020-04-15,GVTBTC-1m-2020-04-15.csv,30.11,77.78,large,PUMP
binance,GVTBTC,2020-07-04,GVTBTC-1m-2020-07-04.csv,26.01,80.63,medium,PUMP
binance,GVTBTC,2020-09-17,GVTBTC-1m-2020-09-17.csv,32.65,101.58,large,PUMP
binance,GVTBTC,2020-09-30,GVTBTC-1m-2020-09-30.csv,5.31,73.33,micro,PUMP
binance,GVTBTC,2021-02-07,GVTBTC-1m-2021-02-07.csv,20.57,78.15,medium,PUMP
binance,GVTBTC,2021-02-20,GVTBTC-1m-2021-02-20.csv,71.62,110.16,extreme,PUMP
binance,GVTBTC,2021-03-27,GVTBTC-1m-2021-03-27.csv,25.73,69.06,medium,PUMP
binance,GXSBTC,2019-01-20,GXSBTC-1m-2019-01-20.csv,41.18,80.29,major,PUMP
binance,GXSBTC,2019-02-10,GXSBTC-1m-2019-02-10.csv,27.45,95.39,medium,PUMP
binance,GXSBTC,2020-06-15,GXSBTC-1m-2020-06-15.csv,42.49,97.5,major,PUMP
binance,GXSBTC,2020-08-07,GXSBTC-1m-2020-08-07.csv,1.13,0.0,,VOLATILE_CONTROL
binance,GXSBTC,2021-08-27,GXSBTC-1m-2021-08-27.csv,31.72,90.83,large,PUMP
binance,HCBTC,2019-01-25,HCBTC-1m-2019-01-25.csv,24.64,91.79,medium,PUMP
binance,HCBTC,2019-02-23,HCBTC-1m-2019-02-23.csv,14.74,100.93,small,PUMP
binance,HCBTC,2019-05-12,HCBTC-1m-2019-05-12.csv,4.43,0.0,,VOLATILE_CONTROL
binance,HCBTC,2019-05-16,HCBTC-1m-2019-05-16.csv,37.67,103.99,large,PUMP
binance,HCBTC,2019-05-18,HCBTC-1m-2019-05-18.csv,13.0,121.08,small,PUMP
binance,HCBTC,2020-06-16,HCBTC-1m-2020-06-16.csv,6.22,80.77,micro,PUMP
binance,INSBTC,2019-06-25,INSBTC-1m-2019-06-25.csv,8.57,226.67,micro,PUMP
binance,IOTABTC,2025-10-10,IOTABTC-1m-2025-10-10.csv,5.37,512.5,micro,PUMP
binance,IOTXBTC,2020-07-12,IOTXBTC-1m-2020-07-12.csv,13.43,55.56,small,PUMP
binance,KNCBTC,2025-07-12,KNCBTC-1m-2025-07-12.csv,135.53,55.41,extreme,PUMP
binance,LITBTC,2021-06-13,LITBTC-1m-2021-06-13.csv,12.96,130.6,small,PUMP
binance,LOOMBTC,2019-01-07,LOOMBTC-1m-2019-01-07.csv,17.09,86.6,small,PUMP
binance,LOOMBTC,2021-05-16,LOOMBTC-1m-2021-05-16.csv,14.88,75.0,small,PUMP
binance,LRCBTC,2019-03-28,LRCBTC-1m-2019-03-28.csv,5.94,69.23,micro,PUMP
binance,LRCBTC,2019-07-25,LRCBTC-1m-2019-07-25.csv,86.05,90.69,extreme,PUMP
binance,LRCBTC,2019-09-02,LRCBTC-1m-2019-09-02.csv,9.2,151.61,micro,PUMP
binance,LTCBTC,2025-10-10,LTCBTC-1m-2025-10-10.csv,7.54,765.38,micro,PUMP
binance,LUNBTC,2020-03-18,LUNBTC-1m-2020-03-18.csv,28.19,96.3,medium,PUMP
binance,MDABTC,2020-05-04,MDABTC-1m-2020-05-04.csv,11.03,105.83,small,PUMP
binance,MDABTC,2021-02-10,MDABTC-1m-2021-02-10.csv,317.58,99.61,extreme,PUMP
binance,MDABTC,2021-11-23,MDABTC-1m-2021-11-23.csv,55.27,130.75,extreme,PUMP
binance,MDTBTC,2021-03-20,MDTBTC-1m-2021-03-20.csv,7.19,233.33,micro,PUMP
binance,MITHBTC,2019-09-27,MITHBTC-1m-2019-09-27.csv,14.58,14.29,,VOLATILE_CONTROL
binance,MTHBTC,2021-03-01,MTHBTC-1m-2021-03-01.csv,41.67,120.0,major,PUMP
binance,MTHBTC,2021-06-06,MTHBTC-1m-2021-06-06.csv,32.84,40.91,large,PUMP
binance,MTHBTC,2021-06-27,MTHBTC-1m-2021-06-27.csv,23.53,125.0,medium,PUMP
binance,MTHBTC,2021-11-07,MTHBTC-1m-2021-11-07.csv,133.33,97.37,extreme,PUMP
binance,NANOBTC,2019-03-12,NANOBTC-1m-2019-03-12.csv,14.56,60.06,small,PUMP
binance,NASBTC,2019-12-02,NASBTC-1m-2019-12-02.csv,4.51,0.0,,VOLATILE_CONTROL
binance,NASBTC,2020-05-30,NASBTC-1m-2020-05-30.csv,91.78,88.96,extreme,PUMP
binance,NASBTC,2021-08-22,NASBTC-1m-2021-08-22.csv,159.2,105.03,extreme,PUMP
binance,NASBTC,2021-11-14,NASBTC-1m-2021-11-14.csv,73.17,111.67,extreme,PUMP
binance,NAVBTC,2019-05-18,NAVBTC-1m-2019-05-18.csv,34.14,84.85,large,PUMP
binance,NAVBTC,2019-06-24,NAVBTC-1m-2019-06-24.csv,20.48,111.63,medium,PUMP
binance,NAVBTC,2019-07-13,NAVBTC-1m-2019-07-13.csv,36.55,94.34,large,PUMP
binance,NAVBTC,2019-08-01,NAVBTC-1m-2019-08-01.csv,49.64,94.2,major,PUMP
binance,NAVBTC,2019-12-19,NAVBTC-1m-2019-12-19.csv,24.57,48.95,medium,PUMP
binance,NAVBTC,2020-01-16,NAVBTC-1m-2020-01-16.csv,35.86,93.2,large,PUMP
binance,NAVBTC,2020-12-20,NAVBTC-1m-2020-12-20.csv,22.98,79.85,medium,PUMP
binance,NAVBTC,2021-03-14,NAVBTC-1m-2021-03-14.csv,35.1,102.81,large,PUMP
binance,NEARBTC,2021-03-30,NEARBTC-1m-2021-03-30.csv,13.1,54.55,small,PUMP
binance,NEBLBTC,2019-04-08,NEBLBTC-1m-2019-04-08.csv,26.55,98.89,medium,PUMP
binance,NEBLBTC,2019-06-16,NEBLBTC-1m-2019-06-16.csv,70.35,92.84,extreme,PUMP
binance,NEBLBTC,2019-10-27,NEBLBTC-1m-2019-10-27.csv,13.51,139.6,small,PUMP
binance,NEBLBTC,2019-11-05,NEBLBTC-1m-2019-11-05.csv,12.02,46.99,small,PUMP
binance,NEBLBTC,2020-03-31,NEBLBTC-1m-2020-03-31.csv,9.84,103.72,micro,PUMP
binance,NEBLBTC,2020-06-14,NEBLBTC-1m-2020-06-14.csv,32.76,68.43,large,PUMP
binance,NEBLBTC,2021-02-13,NEBLBTC-1m-2021-02-13.csv,107.34,105.99,extreme,PUMP
binance,NEBLBTC,2021-05-21,NEBLBTC-1m-2021-05-21.csv,36.86,97.12,large,PUMP
binance,NEBLBTC,2021-10-30,NEBLBTC-1m-2021-10-30.csv,19.36,54.16,small,PUMP
binance,NEBLBTC,2021-12-05,NEBLBTC-1m-2021-12-05.csv,39.2,145.71,large,PUMP
binance,NEBLBTC,2022-01-02,NEBLBTC-1m-2022-01-02.csv,62.97,104.72,extreme,PUMP
binance,NULSBTC,2020-01-30,NULSBTC-1m-2020-01-30.csv,9.15,108.61,micro,PUMP
binance,NXSBTC,2019-06-17,NXSBTC-1m-2019-06-17.csv,13.99,138.89,small,PUMP
binance,NXSBTC,2019-10-02,NXSBTC-1m-2019-10-02.csv,31.3,100.68,large,PUMP
binance,NXSBTC,2020-01-30,NXSBTC-1m-2020-01-30.csv,11.72,119.91,small,PUMP
binance,NXSBTC,2020-03-25,NXSBTC-1m-2020-03-25.csv,39.93,84.67,large,PUMP
binance,NXSBTC,2020-07-21,NXSBTC-1m-2020-07-21.csv,37.35,75.56,large,PUMP
binance,NXSBTC,2020-08-02,NXSBTC-1m-2020-08-02.csv,39.17,90.61,large,PUMP
binance,NXSBTC,2020-11-06,NXSBTC-1m-2020-11-06.csv,38.66,93.22,large,PUMP
binance,NXSBTC,2021-02-21,NXSBTC-1m-2021-02-21.csv,373.26,94.5,extreme,PUMP
binance,NXSBTC,2021-03-10,NXSBTC-1m-2021-03-10.csv,39.2,105.5,large,PUMP
binance,NXSBTC,2021-09-22,NXSBTC-1m-2021-09-22.csv,64.81,85.63,extreme,PUMP
binance,NXSBTC,2021-11-16,NXSBTC-1m-2021-11-16.csv,25.73,105.49,medium,PUMP
binance,OAXBTC,2019-03-10,OAXBTC-1m-2019-03-10.csv,3.58,0.0,,VOLATILE_CONTROL
binance,OAXBTC,2019-06-25,OAXBTC-1m-2019-06-25.csv,3.35,0.0,,VOLATILE_CONTROL
binance,OAXBTC,2020-03-24,OAXBTC-1m-2020-03-24.csv,27.02,100.75,medium,PUMP
binance,OAXBTC,2020-06-04,OAXBTC-1m-2020-06-04.csv,16.9,15.66,,VOLATILE_CONTROL
binance,OAXBTC,2020-06-28,OAXBTC-1m-2020-06-28.csv,57.33,81.3,extreme,PUMP
binance,OAXBTC,2020-10-18,OAXBTC-1m-2020-10-18.csv,43.67,94.44,major,PUMP
binance,OAXBTC,2020-11-05,OAXBTC-1m-2020-11-05.csv,26.3,124.75,medium,PUMP
binance,OAXBTC,2021-05-30,OAXBTC-1m-2021-05-30.csv,75.0,131.17,extreme,PUMP
binance,OGBTC,2021-04-17,OGBTC-1m-2021-04-17.csv,27.25,96.79,medium,PUMP
binance,OGBTC,2022-01-26,OGBTC-1m-2022-01-26.csv,4.92,0.0,,VOLATILE_CONTROL
binance,ONGBTC,2019-08-19,ONGBTC-1m-2019-08-19.csv,14.1,111.74,small,PUMP
binance,ONGBTC,2019-09-19,ONGBTC-1m-2019-09-19.csv,19.84,97.75,small,PUMP
binance,ONGBTC,2019-10-29,ONGBTC-1m-2019-10-29.csv,9.81,86.31,micro,PUMP
binance,ONGBTC,2020-01-09,ONGBTC-1m-2020-01-09.csv,13.31,104.19,small,PUMP
binance,ONGBTC,2020-05-26,ONGBTC-1m-2020-05-26.csv,94.33,78.86,extreme,PUMP
binance,ONGBTC,2021-04-12,ONGBTC-1m-2021-04-12.csv,8.97,163.74,micro,PUMP
binance,OSTBTC,2019-10-22,OSTBTC-1m-2019-10-22.csv,18.75,103.7,small,PUMP
binance,PHBBTC,2021-11-28,PHBBTC-1m-2021-11-28.csv,68.93,116.24,extreme,PUMP
binance,PIVXBTC,2019-06-02,PIVXBTC-1m-2019-06-02.csv,22.56,87.57,medium,PUMP
binance,PIVXBTC,2021-03-28,PIVXBTC-1m-2021-03-28.csv,272.54,103.84,extreme,PUMP
binance,PIVXBTC,2022-01-18,PIVXBTC-1m-2022-01-18.csv,36.85,88.35,large,PUMP
binance,PNTBTC,2021-02-20,PNTBTC-1m-2021-02-20.csv,28.79,116.02,medium,PUMP
binance,POABTC,2019-05-05,POABTC-1m-2019-05-05.csv,8.87,59.09,micro,PUMP
binance,POABTC,2019-08-06,POABTC-1m-2019-08-06.csv,34.03,112.24,large,PUMP
binance,POABTC,2019-09-04,POABTC-1m-2019-09-04.csv,10.57,69.23,small,PUMP
binance,POABTC,2020-03-12,POABTC-1m-2020-03-12.csv,47.17,150.67,major,PUMP
binance,POABTC,2021-07-11,POABTC-1m-2021-07-11.csv,59.09,137.18,extreme,PUMP
binance,POABTC,2021-10-21,POABTC-1m-2021-10-21.csv,53.97,94.12,extreme,PUMP
binance,POLYBTC,2019-03-08,POLYBTC-1m-2019-03-08.csv,1.04,0.0,,VOLATILE_CONTROL
binance,POWRBTC,2019-08-24,POWRBTC-1m-2019-08-24.csv,31.58,73.33,large,PUMP
binance,PPTBTC,2019-05-31,PPTBTC-1m-2019-05-31.csv,11.67,121.17,small,PUMP
binance,PPTBTC,2020-05-03,PPTBTC-1m-2020-05-03.csv,2.2,0.0,,VOLATILE_CONTROL
binance,PPTBTC,2020-06-08,PPTBTC-1m-2020-06-08.csv,84.7,84.85,extreme,PUMP
binance,PPTBTC,2020-08-04,PPTBTC-1m-2020-08-04.csv,48.13,73.73,major,PUMP
binance,PPTBTC,2021-03-07,PPTBTC-1m-2021-03-07.csv,447.65,102.15,extreme,PUMP
binance,QLCBTC,2019-08-19,QLCBTC-1m-2019-08-19.csv,10.69,78.57,small,PUMP
binance,QLCBTC,2019-09-04,QLCBTC-1m-2019-09-04.csv,14.71,115.0,small,PUMP
binance,QLCBTC,2020-03-12,QLCBTC-1m-2020-03-12.csv,9.49,286.67,micro,PUMP
binance,QLCBTC,2020-09-06,QLCBTC-1m-2020-09-06.csv,51.25,58.54,extreme,PUMP
binance,QLCBTC,2021-05-11,QLCBTC-1m-2021-05-11.csv,52.67,91.3,extreme,PUMP
binance,QSPBTC,2019-05-28,QSPBTC-1m-2019-05-28.csv,19.54,76.27,small,PUMP
binance,QSPBTC,2019-07-05,QSPBTC-1m-2019-07-05.csv,17.24,93.33,small,PUMP
binance,QSPBTC,2019-08-29,QSPBTC-1m-2019-08-29.csv,46.79,76.47,major,PUMP
binance,QSPBTC,2020-06-13,QSPBTC-1m-2020-06-13.csv,50.25,63.0,extreme,PUMP
binance,QSPBTC,2020-06-29,QSPBTC-1m-2020-06-29.csv,33.18,64.38,large,PUMP
binance,QSPBTC,2020-09-10,QSPBTC-1m-2020-09-10.csv,42.36,73.47,major,PUMP
binance,QSPBTC,2021-06-13,QSPBTC-1m-2021-06-13.csv,24.77,103.7,medium,PUMP
binance,RCNBTC,2019-08-10,RCNBTC-1m-2019-08-10.csv,41.98,60.0,major,PUMP
binance,RCNBTC,2021-04-17,RCNBTC-1m-2021-04-17.csv,9.8,104.17,micro,PUMP
binance,RDNBTC,2019-02-02,RDNBTC-1m-2019-02-02.csv,6.71,84.26,micro,PUMP
binance,RDNBTC,2019-04-09,RDNBTC-1m-2019-04-09.csv,10.16,83.33,small,PUMP
binance,RDNBTC,2019-04-24,RDNBTC-1m-2019-04-24.csv,8.02,259.34,micro,PUMP
binance,RDNBTC,2019-07-29,RDNBTC-1m-2019-07-29.csv,0.32,0.0,,VOLATILE_CONTROL
binance,RDNBTC,2020-08-25,RDNBTC-1m-2020-08-25.csv,23.81,139.04,medium,PUMP
binance,RDNBTC,2020-10-17,RDNBTC-1m-2020-10-17.csv,50.3,98.92,extreme,PUMP
binance,RDNBTC,2021-02-22,RDNBTC-1m-2021-02-22.csv,73.38,90.48,extreme,PUMP
binance,RDNBTC,2021-03-14,RDNBTC-1m-2021-03-14.csv,43.33,99.49,major,PUMP
binance,RDNBTC,2021-04-24,RDNBTC-1m-2021-04-24.csv,55.85,121.18,extreme,PUMP
binance,RENBTC,2019-06-19,RENBTC-1m-2019-06-19.csv,12.64,107.58,small,PUMP
binance,REPBTC,2021-06-15,REPBTC-1m-2021-06-15.csv,10.58,78.7,small,PUMP
binance,REQBTC,2019-04-29,REQBTC-1m-2019-04-29.csv,3.76,0.0,,VOLATILE_CONTROL
binance,REQBTC,2019-07-01,REQBTC-1m-2019-07-01.csv,14.29,72.0,small,PUMP
