exchange,symbol,date,increase,retracement,label
gateio,ARBUSDT,2025-06-23,0.6165,0.2011,volatile_control
gateio,ARB3LUSDT,2025-05-18,0.594,1.8287,pump
gateio,ARB3SUSDT,2025-05-15,0.6824,0.6953,pump
gateio,ARCUSDT,2025-06-23,0.5745,0.403,pump
gateio,ARC3LUSDT,2026-03-04,0.9651,1.2408,pump
gateio,ARC3SUSDT,2026-03-05,0.8444,1.9505,pump
gateio,ARCAUSDT,2025-05-20,0.502,0.1891,volatile_control
gateio,ARCHUSDT,2025-07-07,0.7855,0.2536,volatile_control
gateio,ARCHAIUSDT,2025-07-12,0.5501,0.6748,pump
gateio,ARGUSDT,2025-12-19,0.5822,0.1911,volatile_control
gateio,ARIAUSDT,2025-08-21,15.974,0.4012,pump
gateio,ARIAIPUSDT,2025-11-07,0.8187,1.6223,pump
gateio,ARIOUSDT,2025-06-28,0.712,0.2896,volatile_control
gateio,ARKUSDT,2025-06-24,1.0145,0.703,pump
gateio,ARKMUSDT,2025-09-02,0.5384,0.449,pump
gateio,ARPAUSDT,2025-10-11,0.6085,0.7701,pump
gateio,ARRRUSDT,2025-07-26,0.8792,0.5765,pump
gateio,ARTUSDT,2025-09-09,8.9,0.991,pump
gateio,ARTFIUSDT,2025-06-04,0.5335,1.4686,pump
gateio,ARTYUSDT,2025-06-03,0.5378,1.2727,pump
gateio,ARWUSDT,2025-07-02,3.0595,0.9474,pump
gateio,ASIUSDT,2025-05-15,0.6929,1.0402,pump
gateio,ASKUSDT,2025-05-28,0.572,1.2582,pump
gateio,ASMUSDT,2025-06-30,3.8796,0.7721,pump
gateio,ASPUSDT,2025-08-31,0.7218,0.7622,pump
gateio,ASRUSDT,2025-07-09,1.879,0.3382,pump
gateio,ASTERUSDT,2025-09-19,2.525,0.4644,pump
gateio,ASTER3LUSDT,2025-10-30,0.6412,1.7237,pump
gateio,ASTER3SUSDT,2025-10-30,0.5176,2.6761,pump
gateio,ATUSDT,2025-10-28,0.5846,1.1763,pump
gateio,ATAUSDT,2026-03-31,0.5091,0.6583,pump
gateio,ATEAMUSDT,2025-06-27,0.8052,0.4733,pump
gateio,ATHUSDT,2025-08-21,0.5897,0.4569,pump
gateio,ATLASUSDT,2025-07-01,0.5125,0.3874,pump
gateio,ATMUSDT,2025-07-10,1.1142,0.5828,pump
gateio,ATOMBTC,2026-02-02,0.503,0.263,volatile_control
gateio,ATOM3LUSDT,2025-06-23,0.9972,0.2521,volatile_control
gateio,ATOM3SUSDT,2025-05-19,0.5398,0.4583,pump
gateio,ATOZUSDT,2025-05-22,2.1096,1.0043,pump
gateio,ATRUSDT,2025-06-25,0.9645,0.2062,volatile_control
gateio,ATSUSDT,2025-08-11,1.32,0.0575,volatile_control
gateio,AUCTIONUSDT,2025-06-25,0.575,0.5333,pump
gateio,AUDIOUSDT,2026-03-30,0.9329,0.7996,pump
gateio,AURAUSDT,2025-05-16,0.5086,0.7471,pump
gateio,AURORAUSDT,2025-08-09,0.5543,0.9912,pump
gateio,AVAUSDT,2025-10-11,1.156,0.8585,pump
gateio,AVAAIUSDT,2025-05-20,0.535,1.682,pump
gateio,AVAILUSDT,2025-08-27,0.996,0.8164,pump
gateio,AVAXUSDT,2025-09-01,0.5293,0.2115,volatile_control
gateio,AVAX3LUSDT,2025-05-18,0.5056,1.93,pump
gateio,AVAX3SUSDT,2025-05-15,0.5317,0.4813,pump
gateio,AVAX5LUSDT,2025-05-18,0.7839,1.926,pump
gateio,AVAX5SUSDT,2025-05-15,0.7131,1.4809,pump
gateio,AVCUSDT,2025-06-07,0.6782,1.3145,pump
gateio,AVLUSDT,2025-07-02,0.5024,0.399,pump
gateio,AVNTUSDT,2025-09-09,52.3014,0.4531,pump
gateio,AVTUSDT,2025-06-30,0.8103,0.5528,pump
gateio,AWEUSDT,2025-06-14,0.7076,0.7756,pump
gateio,AWSUSDT,2025-05-15,0.5967,1.9217,pump
gateio,AXSUSDT,2025-12-27,0.6596,0.5313,pump
gateio,AXS5LUSDT,2025-05-31,0.7316,1.8231,pump
gateio,AXS5SUSDT,2025-05-15,3541.4266,0.2636,volatile_control
gateio,AZNXUSDT,2025-09-19,3.2442,0.9634,pump
gateio,AZTECUSDT,2026-02-12,0.6125,1.2751,pump
gateio,AZURUSDT,2025-08-15,0.5696,0.7155,pump
gateio,BUSDT,2025-05-22,0.9916,0.4529,pump
gateio,B2USDT,2025-06-13,0.5803,0.8388,pump
gateio,B3USDT,2025-10-11,0.5283,0.6561,pump
gateio,B3XUSDT,2025-05-16,0.5082,1.0999,pump
gateio,BABA3LUSDT,2026-01-27,1.1862,1.2441,pump
gateio,BABA3SUSDT,2026-01-27,387.1382,0.9999,pump
gateio,BABIUSDT,2025-05-17,0.7165,0.5482,pump
gateio,BABYUSDT,2025-07-22,0.8651,0.8222,pump
gateio,BACUSDT,2025-05-15,0.7164,1.0371,pump
gateio,BADUSDT,2025-06-06,0.5155,1.0524,pump
gateio,BADGERUSDT,2026-02-06,0.5657,0.8948,pump
gateio,BALUSDT,2025-07-03,1.2786,0.6811,pump
gateio,BALLUSDT,2025-05-15,0.8916,1.4107,pump
gateio,BANUSDT,2025-08-07,0.6785,0.1626,volatile_control
gateio,BANANAUSDT,2025-06-26,0.5264,0.3834,pump
gateio,BANANAS31USDT,2025-06-08,1.9872,0.8024,pump
gateio,BANDUSDT,2025-08-04,1.0989,0.321,pump
gateio,BANKUSDT,2025-06-18,0.7008,0.1504,volatile_control
gateio,BARDUSDT,2025-09-20,0.6488,1.323,pump
gateio,BARSIKUSDT,2025-05-15,0.7296,1.805,pump
gateio,BASUSDT,2025-09-23,0.6269,0.3846,pump
gateio,BATUSDT,2025-09-25,0.6603,0.4578,pump
gateio,BATCHUSDT,2025-05-15,4.9267,0.8862,pump
gateio,BBUSDT,2025-06-23,0.628,0.5359,pump
gateio,BBTUSDT,2025-05-15,2.2107,0.3783,pump
gateio,BCCOINUSDT,2025-05-27,0.7251,1.3029,pump
gateio,BCH3LUSDT,2025-05-17,0.5157,1.2746,pump
gateio,BCH3SUSDT,2025-05-18,952.5788,0.1045,volatile_control
gateio,BCH5LUSDT,2025-05-15,0.6886,1.3056,pump
gateio,BCH5SUSDT,2025-05-23,0.9719,1.0575,pump
gateio,BCUTUSDT,2025-05-21,0.7574,1.0108,pump
gateio,BDGUSDT,2025-07-19,1.2978,1.0457,pump
gateio,BDTUSDT,2025-06-16,0.5539,1.103,pump
gateio,BDXBTC,2025-05-15,0.6713,1.0854,pump
gateio,BDXUSDT,2026-02-10,8.7519,0.8984,pump
gateio,BDXNUSDT,2025-06-03,1.245,1.688,pump
gateio,BEAMUSDT,2025-09-17,1.5874,0.6826,pump
gateio,BEAMXUSDT,2025-06-23,0.6227,0.2204,volatile_control
gateio,BEATUSDT,2025-11-02,21.0295,0.5262,pump
gateio,BEAT3LUSDT,2026-01-21,0.6774,2.2762,pump
gateio,BEAT3SUSDT,2026-01-16,3.4805,0.18,volatile_control
gateio,BEEFIUSDT,2025-06-19,2.3718,0.9765,pump
gateio,BEERUSDT,2025-07-05,0.5104,0.6331,pump
gateio,BEFIUSDT,2025-05-17,0.514,0.8735,pump
gateio,BELUSDT,2025-06-23,0.5031,0.3474,pump
gateio,BELIEVEUSDT,2025-11-13,0.5355,1.0978,pump
gateio,BELLSUSDT,2025-07-02,0.6185,0.5423,pump
gateio,BENJIUSDT,2025-06-30,0.9853,0.503,pump
gateio,BENQIUSDT,2025-09-02,0.7061,0.5706,pump
gateio,BERAUSDT,2025-06-28,0.5458,0.2605,volatile_control
gateio,BERTUSDT,2025-05-16,0.7648,1.154,pump
gateio,BEYONDFIUSDT,2025-05-23,0.5248,0.9584,pump
gateio,BFCUSDT,2025-05-24,0.6326,0.604,pump
gateio,BGSCUSDT,2025-07-03,0.582,0.9051,pump
gateio,BICOUSDT,2026-04-13,0.5856,0.6908,pump
gateio,BIDUSDT,2025-05-22,0.9768,0.5963,pump
gateio,BIFIFUSDT,2025-05-25,0.5706,0.5153,pump
gateio,BILLYUSDT,2025-05-28,1.1782,0.8447,pump
gateio,BIOUSDT,2025-06-23,0.526,0.3141,pump
gateio,BIRBUSDT,2026-02-06,0.7123,1.3089,pump
gateio,BITBOARDUSDT,2025-05-17,0.5695,1.9194,pump
gateio,BITCOINFILEUSDT,2025-05-22,0.6024,0.3624,pump
gateio,BLASTUSDT,2025-06-29,0.6281,0.4006,pump
gateio,BLDUSDT,2025-05-20,0.6693,1.1551,pump
gateio,BLESSUSDT,2025-09-27,5.5678,0.6386,pump
gateio,BLOCKSTUSDT,2025-09-03,0.567,1.6008,pump
gateio,BLUAIUSDT,2025-10-21,6.526,0.7524,pump
gateio,BLUEUSDT,2025-05-18,0.5524,0.77,pump
gateio,BLUMUSDT,2025-05-19,1.1314,1.0427,pump
gateio,BLURUSDT,2025-07-03,0.7664,0.3703,pump
gateio,BLZUSDT,2025-07-05,0.5249,0.6773,pump
gateio,BMEXUSDT,2025-12-24,0.5361,0.7966,pump
gateio,BMONUSDT,2025-10-18,1.4972,0.1996,volatile_control
gateio,BMTUSDT,2025-05-19,0.5066,0.224,volatile_control
gateio,BNB3LUSDT,2025-06-30,0.5536,0.3474,pump
gateio,BNB3SUSDT,2025-07-28,0.5132,1.1292,pump
gateio,BNB5LUSDT,2025-06-23,0.7767,0.1922,volatile_control
gateio,BNB5SUSDT,2025-05-29,0.5159,0.909,pump
gateio,BNKRUSDT,2025-07-24,2.312,0.7467,pump
gateio,BNTUSDT,2026-04-01,0.6544,0.8903,pump
gateio,BOBUSDT,2025-11-20,1.1071,0.8456,pump
gateio,BOBAUSDT,2025-05-15,0.5681,0.9356,pump
gateio,BOMEUSDT,2025-06-23,0.5507,0.3391,pump
gateio,BOME3LUSDT,2025-05-17,0.7437,1.9452,pump
gateio,BOME3SUSDT,2025-05-15,0.9483,1.2657,pump
gateio,BONDLYUSDT,2025-11-15,0.5928,1.1189,pump
gateio,BONEUSDT,2025-08-25,1.2219,0.8428,pump
gateio,BONEBONEUSDT,2025-05-18,0.6132,0.9544,pump
gateio,BONKUSDT,2025-06-20,0.6802,0.2994,volatile_control
gateio,BONK3LUSDT,2025-07-08,3.2142,0.6404,pump
gateio,BONK3SUSDT,2025-07-19,0.8047,0.6017,pump
gateio,BOOPUSDT,2025-05-22,0.7794,1.4242,pump
gateio,BORAUSDT,2025-05-26,0.5117,0.5352,pump
gateio,BOSUSDT,2025-10-29,1.86,1.0376,pump
gateio,BOSONUSDT,2025-07-04,0.5266,0.5191,pump
gateio,BPTUSDT,2025-05-20,0.7229,1.5514,pump
gateio,BRUSDT,2025-06-05,0.8802,0.2235,volatile_control
gateio,BRETTUSDT,2025-06-23,0.6904,0.2244,volatile_control
gateio,BREVUSDT,2026-01-07,0.5723,1.6755,pump
gateio,BRIUSDT,2025-05-16,0.9386,1.0199,pump
gateio,BRICUSDT,2025-06-22,0.8885,1.492,pump
gateio,BRISEUSDT,2025-07-02,0.675,0.4272,pump
gateio,BRKLUSDT,2025-09-09,0.5306,0.8504,pump
gateio,BRNUSDT,2025-06-24,0.6975,0.2049,volatile_control
gateio,BROCCOLIUSDT,2025-06-16,0.9743,0.2366,volatile_control
gateio,BSCSUSDT,2025-12-19,0.5148,1.0644,pump
gateio,BSTUSDT,2025-06-23,0.5529,0.085,volatile_control
gateio,BSVUSDT,2026-02-06,0.5073,0.566,pump
gateio,BSV3LUSDT,2025-07-01,0.6806,0.2637,volatile_control
gateio,BSV3SUSDT,2025-05-15,0.5238,0.4593,pump
gateio,BSV5LUSDT,2025-05-18,0.7103,1.7802,pump
gateio,BSV5SUSDT,2025-05-15,1774.2389,0.2428,volatile_control
gateio,BSWUSDT,2025-06-13,0.5876,1.3996,pump
gateio,BTC3LUSDT,2025-07-02,0.543,0.3979,pump
gateio,BTC3SUSDT,2025-10-04,0.5479,0.4968,pump
gateio,BTC5LUSDT,2025-06-06,0.5328,1.1516,pump
gateio,BTC5SUSDT,2025-05-23,0.5761,0.995,pump
gateio,BTGUSDT,2026-04-10,0.8297,1.0098,pump
gateio,BTGOONUSDT,2026-02-03,2.7374,1.0681,pump
gateio,BTRUSDT,2025-08-28,1.2222,0.7542,pump
gateio,BTRSTUSDT,2025-05-18,0.6464,0.8935,pump
gateio,BTXUSDT,2025-12-11,1.7255,1.3005,pump
gateio,BUBBLEUSDT,2025-08-02,0.5806,0.9652,pump
gateio,BUCKUSDT,2025-05-15,4.4671,0.9195,pump
gateio,BUSYUSDT,2025-05-15,1.3043,0.982,pump
gateio,BUYUSDT,2025-05-31,0.5262,1.8447,pump
gateio,BXCUSDT,2025-05-15,0.6408,0.5488,pump
gateio,BXNUSDT,2025-06-09,1.0558,0.7784,pump
gateio,BZZUSDT,2025-06-18,0.5538,0.9601,pump
gateio,CUSDT,2025-07-19,0.7384,1.2526,pump
gateio,C98USDT,2025-06-23,0.509,0.2,volatile_control
gateio,CADUSDT,2025-06-02,0.5029,1.9424,pump
gateio,CAGAUSDT,2025-06-21,0.5108,1.0437,pump
gateio,CAKEUSDT,2025-09-16,0.5252,0.3983,pump
gateio,CAKE3LUSDT,2025-05-15,0.5484,1.5076,pump
gateio,CAKE3SUSDT,2025-05-28,0.7824,0.9863,pump
gateio,CAKE5LUSDT,2025-05-15,0.8987,1.5459,pump
gateio,CAKE5SUSDT,2025-05-15,0.6097,2.2028,pump
gateio,CAMUSDT,2025-09-17,0.5386,1.3807,pump
gateio,CAMPUSDT,2025-08-27,7.1385,0.9635,pump
gateio,CAPSUSDT,2025-06-23,1.0094,0.1414,volatile_control
gateio,CARATUSDT,2025-06-27,0.5238,0.8638,pump
gateio,CATUSDT,2025-06-23,0.5427,0.396,pump
gateio,CATCOINUSDT,2025-07-03,0.7787,0.175,volatile_control
gateio,CATEUSDT,2025-07-06,5.5622,0.4032,pump
gateio,CATIUSDT,2025-07-02,0.5345,0.5681,pump
gateio,CAWUSDT,2025-05-26,0.7625,1.1552,pump
gateio,CBKUSDT,2025-06-14,0.8006,0.4206,pump
gateio,CCUSDT,2025-12-03,0.5033,0.7117,pump
gateio,CC3LUSDT,2026-01-13,0.8699,0.626,pump
gateio,CC3SUSDT,2026-01-08,1.0586,1.5238,pump
gateio,CCDUSDT,2025-06-24,0.5136,0.4061,pump
gateio,CDLUSDT,2025-10-25,7.511,0.5361,pump
gateio,CELUSDT,2025-06-21,0.5174,1.0733,pump
gateio,CELBUSDT,2025-09-03,0.79,1.3077,pump
gateio,CELLUSDT,2025-06-16,0.5285,1.0311,pump
gateio,CELOUSDT,2025-07-05,0.5097,0.4256,pump
gateio,CEREUSDT,2025-10-11,0.5989,0.4347,pump
gateio,CESSUSDT,2025-06-26,3.008,1.1563,pump
gateio,CETUSUSDT,2025-07-02,0.5256,0.3115,pump
gateio,CFGUSDT,2025-05-15,0.8104,0.807,pump
gateio,CFXUSDT,2025-06-25,0.5163,0.2118,volatile_control
gateio,CFX3LUSDT,2025-05-18,0.5058,2.0452,pump
gateio,CFX3SUSDT,2025-05-15,0.8406,0.4766,pump
gateio,CGNUSDT,2025-10-23,63.6989,1.0149,pump
gateio,CGPTUSDT,2025-06-23,0.5143,0.2762,volatile_control
gateio,CHAINUSDT,2025-06-30,0.6132,0.3623,pump
gateio,CHATAIUSDT,2025-05-16,1.2123,0.2233,volatile_control
gateio,CHECKUSDT,2026-04-08,0.578,1.868,pump
gateio,CHEELUSDT,2025-12-07,1.3295,0.9948,pump
gateio,CHEEMSUSDT,2025-09-21,0.6588,0.5592,pump
gateio,CHEQUSDT,2025-08-10,1.1206,0.4388,pump
gateio,CHEXUSDT,2025-07-28,0.8174,0.2354,volatile_control
gateio,CHILLGUYUSDT,2025-06-23,0.7358,0.245,volatile_control
gateio,CHIPUSDT,2026-04-21,1.0099,1.2139,pump
gateio,CHIRPUSDT,2025-05-15,4.0047,0.619,pump
gateio,CHOUSDT,2025-07-29,1.5582,0.6866,pump
gateio,CHRUSDT,2026-03-22,0.5626,0.6536,pump
gateio,CHZUSDT,2025-12-16,0.5233,0.1308,volatile_control
gateio,CITYUSDT,2025-07-25,0.5167,0.4577,pump
gateio,CKBUSDT,2025-07-02,1.2803,0.3608,pump
gateio,CLANKERUSDT,2025-06-06,0.8239,0.1456,volatile_control
gateio,CLNDUSDT,2025-06-07,2.1451,1.0635,pump
gateio,CLOREUSDT,2025-07-05,0.6142,0.5817,pump
gateio,CLOUDUSDT,2025-05-15,0.8131,0.598,pump
gateio,COAIUSDT,2025-10-09,7.8832,1.0265,pump
gateio,COAI3LUSDT,2025-10-24,1.2714,1.0885,pump
gateio,COAI3SUSDT,2025-10-24,38.6548,0.9662,pump
gateio,CODEXUSDT,2026-01-02,49.0,0.4473,pump
gateio,COINONUSDT,2025-09-03,1.1369,0.9602,pump
gateio,COMMONUSDT,2025-10-27,13.7143,0.8607,pump
gateio,COMPUSDT,2025-05-31,0.5702,0.5507,pump
gateio,COOKUSDT,2025-07-06,0.523,0.1971,volatile_control
gateio,COOKIEUSDT,2025-05-15,1.0548,0.7874,pump
gateio,COOKPROTOCOLUSDT,2025-05-18,0.9587,0.7931,pump
gateio,COQUSDT,2025-07-04,0.6249,0.3205,pump
gateio,COREUSDT,2025-12-02,0.7711,0.7172,pump
gateio,CORLUSDT,2025-10-12,1.609,1.5122,pump
gateio,CORNUSDT,2025-09-15,0.8256,0.3271,pump
gateio,COSUSDT,2026-02-24,1.7413,0.4795,pump
gateio,COTIUSDT,2025-10-22,0.8808,0.5787,pump
gateio,COWUSDT,2025-06-28,0.7696,0.2159,volatile_control
gateio,CPOOLUSDT,2025-06-25,0.5737,0.2707,volatile_control
gateio,CRCL3LUSDT,2026-02-01,0.5509,1.5906,pump
gateio,CRCL3SUSDT,2026-01-26,1.3046,0.969,pump
gateio,CRCLONUSDT,2026-02-08,0.5932,0.2119,volatile_control
gateio,CRCLXUSDT,2026-02-08,0.5886,0.2112,volatile_control
gateio,CREUSDT,2025-05-29,0.51,1.1299,pump
gateio,CREDIUSDT,2025-07-11,0.6839,0.9397,pump
gateio,CREOUSDT,2025-08-04,0.7452,0.2731,volatile_control
gateio,CRFUSDT,2025-05-17,0.6594,0.5,pump
gateio,CRMCUSDT,2025-11-04,1.2562,1.3567,pump
gateio,CROUSDT,2025-06-30,0.5722,0.2174,volatile_control
gateio,CRO3LUSDT,2025-05-30,0.5053,1.4695,pump
gateio,CRO3SUSDT,2025-06-01,0.7788,0.4447,pump
gateio,CROSSUSDT,2025-07-04,6.2258,0.3636,pump
gateio,CROWNUSDT,2025-05-15,2.4632,0.9996,pump
gateio,CRTSUSDT,2025-06-06,0.5067,1.1759,pump
gateio,CRUUSDT,2025-12-17,0.9434,0.2315,volatile_control
gateio,CRVBTC,2025-06-30,0.8223,0.1605,volatile_control
gateio,CRVUSDT,2025-06-30,1.0246,0.1844,volatile_control
gateio,CRV3LUSDT,2025-05-15,0.502,1.6906,pump
gateio,CRV3SUSDT,2025-05-23,1.0997,0.8692,pump
gateio,CRVUSDUSDT,2025-06-18,0.9074,1.0233,pump
gateio,CRWDXUSDT,2025-10-30,2.5854,1.022,pump
gateio,CRWNUSDT,2025-05-15,0.7579,1.0032,pump
gateio,CRYPTOBURGUSDT,2026-02-25,3.14,0.7138,pump
gateio,CSPRUSDT,2026-01-01,0.5067,0.9168,pump
gateio,CTAUSDT,2025-05-27,0.523,0.2439,volatile_control
gateio,CTCUSDT,2025-11-21,0.5271,1.0594,pump
gateio,CTKUSDT,2025-06-13,0.534,0.6506,pump
gateio,CTPUSDT,2025-06-19,0.5091,0.1511,volatile_control
gateio,CTSIUSDT,2025-07-05,0.5404,0.4862,pump
gateio,CUDISUSDT,2025-08-28,1.2876,0.7755,pump
gateio,CUMMIESUSDT,2025-11-04,0.5241,1.4006,pump
gateio,CUSDUSDT,2025-05-19,35.3247,1.0,pump
gateio,CVAULTCOREUSDT,2025-06-06,0.5063,1.4352,pump
gateio,CVCUSDT,2025-10-31,0.5468,1.2198,pump
gateio,CVXUSDT,2025-06-29,1.2146,0.3854,pump
gateio,CWARUSDT,2025-07-07,0.5492,0.3587,pump
gateio,CWEBUSDT,2025-05-15,0.5274,0.553,pump
gateio,CWIFUSDT,2025-11-01,0.5089,1.7487,pump
gateio,CWSUSDT,2025-07-14,0.9328,0.2704,volatile_control
gateio,CXTUSDT,2025-05-15,1.0268,0.965,pump
