exchange,symbol,date,increase,retracement,label
mexc,ASTERUSDT,2025-09-19,7.12,0.382,pump
mexc,ASTEROIDUSDT,2026-04-17,15.477,0.501,pump
mexc,ASTEROID1USDT,2026-04-25,2.8822,1.0805,pump
mexc,ASTRAUSDT,2025-05-24,0.5841,1.7014,pump
mexc,ASTRAAIUSDT,2025-05-19,0.6358,1.2274,pump
mexc,ASTRAIUSDT,2026-03-25,56.5,1.017,pump
mexc,ATUSDT,2025-10-24,7.956,0.7182,pump
mexc,ATHUSDT,2025-08-21,0.5998,0.4651,pump
mexc,ATLAUSDT,2025-08-17,213.8,0.0431,volatile_control
mexc,ATLASUSDT,2025-07-02,0.5603,0.3228,pump
mexc,ATMUSDT,2026-03-29,1.651,0.2058,volatile_control
mexc,ATOMBTC,2026-02-02,0.5032,0.2646,volatile_control
mexc,ATRUSDT,2025-06-27,1.0124,0.2738,volatile_control
mexc,ATSUSDT,2025-08-11,1.2746,0.0251,volatile_control
mexc,ATTUSDT,2025-09-27,1.0408,0.9246,pump
mexc,AUCUSDT,2025-05-15,0.6996,1.4655,pump
mexc,AUCTIONUSDT,2025-06-25,0.5751,0.5344,pump
mexc,AUKIUSDT,2025-06-30,0.5249,0.8652,pump
mexc,AURASOLUSDT,2025-06-11,14.8633,0.6185,pump
mexc,AURORAUSDT,2025-08-09,0.5565,0.9765,pump
mexc,AUTONOMIUSDT,2025-07-11,0.5578,0.5721,pump
mexc,AVAUSDT,2025-10-11,0.8085,0.7999,pump
mexc,AVAAIUSDT,2025-05-20,0.5343,1.6801,pump
mexc,AVAILUSDT,2025-08-27,1.2417,0.8589,pump
mexc,AVAXUSDT,2025-09-01,0.5303,0.2127,volatile_control
mexc,AVICIUSDT,2025-11-06,7.318,0.7879,pump
mexc,AVLUSDT,2025-07-05,0.5414,0.5997,pump
mexc,AVNTUSDT,2025-09-09,54.0,0.4701,pump
mexc,AVTUSDT,2025-05-15,3.52,0.8366,pump
mexc,AWEUSDT,2025-05-21,3.19,0.5155,pump
mexc,AXMUSDT,2025-09-05,1.0345,0.5183,pump
mexc,AXSUSDT,2025-12-27,0.662,0.5352,pump
mexc,AZENUSDT,2025-12-21,1.5758,1.3001,pump
mexc,AZEROUSDT,2025-05-27,0.6015,1.0247,pump
mexc,AZTECUSDT,2026-02-12,7.0,0.556,pump
mexc,AZURUSDT,2025-08-15,0.5543,0.8833,pump
mexc,BUSDT,2025-05-19,31.6667,0.2408,volatile_control
mexc,B2USDT,2025-06-14,0.5796,0.5806,pump
mexc,B3USDT,2025-07-25,0.5028,0.9783,pump
mexc,B3TRUSDT,2025-07-02,0.6547,0.2921,volatile_control
mexc,BABAONUSDT,2025-09-08,0.8212,0.1371,volatile_control
mexc,BABYUSDT,2025-07-09,0.5254,0.56,pump
mexc,BABYBONKUSDT,2025-09-10,10.0533,0.5196,pump
mexc,BABYDOGEUSDT,2025-07-05,0.5041,0.6341,pump
mexc,BADGERBTC,2026-04-06,0.5044,0.7419,pump
mexc,BADGERUSDT,2026-04-05,0.8177,0.6451,pump
mexc,BALUSDT,2025-07-03,1.2193,0.6667,pump
mexc,BANUSDT,2025-08-06,0.5011,0.1971,volatile_control
mexc,BANANAUSDT,2025-06-26,0.5337,0.3952,pump
mexc,BANANAS31USDT,2025-06-08,1.9839,0.8049,pump
mexc,BANKUSDT,2025-06-18,0.6985,0.1488,volatile_control
mexc,BARDUSDT,2025-09-18,11.8333,0.5367,pump
mexc,BASUSDT,2025-08-19,53.272,0.3067,pump
mexc,BASEDUSDT,2026-03-30,7.1658,0.8178,pump
mexc,BATUSDT,2025-09-25,0.661,0.4595,pump
mexc,BATTERYUSDT,2025-05-16,0.9565,1.8123,pump
mexc,BAXUSDT,2025-07-14,0.5239,1.08,pump
mexc,BAYUSDT,2025-11-01,17.58,0.3966,pump
mexc,BBUSDT,2025-06-23,0.6312,0.5317,pump
mexc,BBAIONUSDT,2026-03-04,1.2045,0.3404,pump
mexc,BBTUSDT,2025-05-15,2.3164,0.4015,pump
mexc,BCATUSDT,2025-05-26,549.3333,0.9994,pump
mexc,BCCOINUSDT,2025-05-27,0.5899,1.3806,pump
mexc,BCEUSDT,2025-06-05,11.6683,0.6129,pump
mexc,BCUTUSDT,2025-05-21,0.6327,1.0142,pump
mexc,BDCUSDT,2025-05-16,0.6111,1.3419,pump
mexc,BDPUSDT,2025-06-17,0.5644,1.2505,pump
mexc,BDXBTC,2025-05-15,0.5874,1.0772,pump
mexc,BDXNUSDT,2025-06-03,24.0,1.0267,pump
mexc,BEAMUSDT,2025-09-17,1.6669,0.6987,pump
mexc,BEAMXUSDT,2025-06-23,0.6246,0.2196,volatile_control
mexc,BEATUSDT,2025-11-02,19.4087,0.4844,pump
mexc,BELUSDT,2025-06-23,0.5039,0.3451,pump
mexc,BELIEFUSDT,2026-04-17,3.514,1.2633,pump
mexc,BELLSUSDT,2025-07-02,0.6111,0.5354,pump
mexc,BELUGAUSDT,2025-05-15,0.6939,0.3154,pump
mexc,BENQIUSDT,2025-09-02,0.7217,0.5877,pump
mexc,BERAUSDT,2025-06-28,0.544,0.2586,volatile_control
mexc,BERTUSDT,2025-05-16,0.7752,1.1535,pump
mexc,BFTUSDT,2025-05-15,0.5731,1.0998,pump
mexc,BGSCUSDT,2025-07-03,0.6109,0.9062,pump
mexc,BICOUSDT,2026-04-13,0.5824,0.7009,pump
mexc,BIDUSDT,2025-05-22,0.9875,0.5985,pump
mexc,BILIONUSDT,2026-02-13,0.564,0.3989,pump
mexc,BILLUSDT,2026-05-04,44.264,0.1945,volatile_control
mexc,BINDERUSDT,2026-02-21,3.6667,0.9956,pump
mexc,BIOUSDT,2025-06-23,0.5268,0.3133,pump
mexc,BIOFIUSDT,2025-05-23,0.5342,0.9204,pump
mexc,BIRBUSDT,2026-01-28,10.152,0.7116,pump
mexc,BIT1USDT,2025-05-16,0.5327,0.438,pump
mexc,BITBOARDUSDT,2025-05-17,0.5682,1.9209,pump
mexc,BKNUSDT,2025-06-23,0.5446,0.9731,pump
mexc,BKSUSDT,2025-11-05,1.5431,1.2622,pump
mexc,BLASTUSDT,2025-06-29,0.6187,0.3943,pump
mexc,BLENDUSDT,2026-04-24,26.256,0.6988,pump
mexc,BLEND1USDT,2025-05-29,0.5143,2.85,pump
mexc,BLESSUSDT,2025-09-23,20.47,0.8163,pump
mexc,BLINKYUSDT,2026-03-18,112.6,1.0087,pump
mexc,BLOCKUSDT,2025-07-23,2.8571,0.2965,volatile_control
mexc,BLUAIUSDT,2025-10-21,6.56,0.754,pump
mexc,BLUBUSDT,2025-06-23,0.9417,0.3521,pump
mexc,BLUEUSDT,2025-05-16,0.512,0.9216,pump
mexc,BLUMUSDT,2025-06-27,26.0,0.8203,pump
mexc,BLURUSDT,2025-07-03,0.7673,0.3705,pump
mexc,BLZUSDT,2025-07-04,0.5184,0.5126,pump
mexc,BMTUSDT,2025-05-19,0.5027,0.2216,volatile_control
mexc,BNKRUSDT,2026-02-13,1.622,0.8597,pump
mexc,BNTUSDT,2026-04-01,0.6051,0.8769,pump
mexc,BOBUSDT,2025-11-20,4.896,0.5364,pump
mexc,BOBAUSDT,2025-05-15,0.5695,0.9266,pump
mexc,BOBACATUSDT,2025-09-29,3.85,0.8553,pump
mexc,BOBERUSDT,2025-06-06,1.5,0.9993,pump
mexc,BOBMEMEUSDT,2025-05-17,0.7019,1.1134,pump
mexc,BOMBUSDT,2025-06-17,3.89,1.0645,pump
mexc,BOMEUSDT,2025-06-23,0.5504,0.3393,pump
mexc,BONEUSDT,2025-08-25,1.135,0.8226,pump
mexc,BONKUSDT,2025-06-20,0.6816,0.3004,pump
mexc,BOSUSDT,2025-10-29,1.71,1.0409,pump
mexc,BOSONUSDT,2025-05-20,0.5435,1.0712,pump
mexc,BOTTOUSDT,2025-06-29,0.5785,0.1743,volatile_control
mexc,BPUSDT,2026-03-23,1.703,0.7634,pump
mexc,BRETTETHUSDT,2025-06-23,0.7604,0.3351,pump
mexc,BREVUSDT,2026-01-06,4.691,0.7538,pump
mexc,BRISEUSDT,2025-07-02,0.7485,0.4768,pump
mexc,BRNUSDT,2025-06-24,0.6114,0.0865,volatile_control
mexc,BROCCOLIUSDT,2025-06-16,0.9714,0.2407,volatile_control
mexc,BROCCOLIF3BUSDT,2025-06-23,0.5515,0.5932,pump
mexc,BSAUSDT,2026-05-08,83.5,0.8826,pump
mexc,BSBUSDT,2026-03-04,8.009,0.6194,pump
mexc,BSTUSDT,2025-06-23,0.5657,0.0972,volatile_control
mexc,BSVUSDT,2026-02-06,0.6088,0.6544,pump
mexc,BSWUSDT,2025-06-13,0.5959,1.3933,pump
mexc,BTCBAMUSDT,2025-05-15,0.8237,0.532,pump
mexc,BTRUSDT,2025-08-27,1.8147,0.6433,pump
mexc,BTSLRUSDT,2025-07-17,13.25,1.0214,pump
mexc,BTWUSDT,2026-03-02,19.5185,0.3333,pump
mexc,BTXUSDT,2025-12-11,1.2415,1.4193,pump
mexc,BTYUSDT,2025-06-12,0.59,1.4245,pump
mexc,BULLUSDT,2026-04-13,1.286,1.2599,pump
mexc,BULLAUSDT,2025-06-06,2.5108,1.0434,pump
mexc,BULLISHUSDT,2025-11-01,2.5165,0.6472,pump
mexc,BULLSUSDT,2025-06-28,0.7903,0.5359,pump
mexc,BUTTCOINUSDT,2026-01-16,2.0166,0.6148,pump
mexc,BUTTHOLEUSDT,2025-06-06,0.7048,0.9327,pump
mexc,BXEUSDT,2025-11-15,1.2,0.9552,pump
mexc,BXNUSDT,2025-06-16,0.5073,0.7851,pump
mexc,BXXUSDT,2025-06-03,1.5391,0.48,pump
mexc,BZRUSDT,2025-07-03,0.5002,0.0856,volatile_control
mexc,BZZUSDT,2025-06-18,0.5564,0.9448,pump
mexc,CUSDT,2025-07-14,21.0,0.5446,pump
mexc,C98USDT,2025-06-23,0.5065,0.2051,volatile_control
mexc,CAUSDT,2025-06-19,0.5158,0.3026,pump
mexc,CAKEUSDT,2025-09-16,0.5236,0.3966,pump
mexc,CALCIFYUSDT,2025-06-10,37.0842,0.5613,pump
mexc,CAMPUSDT,2025-08-27,30.424,0.8678,pump
mexc,CANTOUSDT,2025-05-15,1.2429,1.1017,pump
mexc,CAPUSDT,2025-06-08,0.9742,0.4056,pump
mexc,CAPTAINBNBUSDT,2025-05-16,0.558,0.6036,pump
mexc,CAPTCHAUSDT,2026-03-25,6.421,1.1409,pump
mexc,CARDSUSDT,2025-09-03,6.8,0.7265,pump
mexc,CARFIUSDT,2025-09-24,2.6667,0.9935,pump
mexc,CARRUSDT,2025-07-01,0.8086,0.564,pump
mexc,CATUSDT,2025-06-23,0.5556,0.3909,pump
mexc,CATCOINUSDT,2025-07-03,0.799,0.1907,volatile_control
mexc,CATIUSDT,2025-07-02,0.5447,0.5709,pump
mexc,CAUUSDT,2025-05-31,0.5167,1.0824,pump
mexc,CAWUSDT,2025-07-03,0.6128,0.2914,volatile_control
mexc,CBKUSDT,2025-06-14,0.7857,0.4227,pump
mexc,CCUSDT,2025-11-10,4.72,0.7866,pump
mexc,CCDUSDT,2025-06-24,0.5006,0.4211,pump
mexc,CEEKUSDT,2025-12-18,0.5881,0.7786,pump
mexc,CELLUSDT,2025-07-10,0.6551,0.2837,volatile_control
mexc,CELOUSDT,2025-07-05,0.5078,0.424,pump
mexc,CEREUSDT,2025-06-18,0.5031,0.8955,pump
mexc,CESUSDT,2025-09-29,1.4,1.194,pump
mexc,CESSUSDT,2025-06-26,2.5,1.2231,pump
mexc,CETUSUSDT,2025-07-02,0.5243,0.3132,pump
mexc,CFGUSDT,2025-05-21,2.679,0.7312,pump
mexc,CFXUSDT,2025-06-25,0.518,0.2121,volatile_control
mexc,CGNUSDT,2025-10-23,3.822,1.2076,pump
mexc,CGPTUSDT,2025-06-23,0.5153,0.2782,volatile_control
mexc,CHANGEUSDT,2026-01-02,3.2233,1.1525,pump
mexc,CHECKUSDT,2025-11-13,19.254,0.9779,pump
mexc,CHEEMSUSDT,2025-09-20,0.7057,0.3813,pump
mexc,CHEQUSDT,2025-08-10,1.1519,0.4511,pump
mexc,CHEXUSDT,2025-06-02,0.5163,1.3175,pump
mexc,CHIBIUSDT,2026-03-20,18.0,1.0237,pump
mexc,CHILLGUYUSDT,2025-06-22,0.6554,0.2062,volatile_control
mexc,CHIPUSDT,2026-04-21,13.065,0.6565,pump
mexc,CHIRPUSDT,2025-05-15,3.9723,0.6147,pump
mexc,CHISAIUSDT,2025-05-15,1.2382,0.8276,pump
mexc,CHMPZUSDT,2025-06-26,1.2775,0.1401,volatile_control
mexc,CHOUSDT,2025-07-29,1.6064,0.7093,pump
mexc,CHRUSDT,2026-03-22,0.5781,0.6922,pump
mexc,CHZUSDT,2025-12-16,0.523,0.1339,volatile_control
mexc,CITYUSDT,2025-07-25,0.5099,0.4641,pump
mexc,CKBUSDT,2025-07-02,1.2778,0.3582,pump
mexc,CKUSDTUSDT,2026-01-12,1.4038,0.9632,pump
mexc,CLANKERUSDT,2025-06-08,1.2132,0.3483,pump
mexc,CLASHUSDT,2025-09-27,24.7143,0.6821,pump
mexc,CLAWDONBASEUSDT,2026-01-27,16.6637,0.9688,pump
mexc,CLAWNCHUSDT,2026-01-31,42.165,0.9289,pump
mexc,CLGOUSDT,2025-05-15,2.3862,0.9483,pump
mexc,CLOUSDT,2025-10-14,19.8917,0.715,pump
mexc,CLONEUSDT,2025-12-10,2.0,1.136,pump
mexc,CLOREUSDT,2025-07-05,0.6521,0.6063,pump
mexc,CLOUDUSDT,2025-05-15,0.8119,0.5979,pump
mexc,CLSUSDT,2025-09-07,0.6623,1.1242,pump
mexc,CLUBUSDT,2025-05-18,0.5125,1.3269,pump
mexc,CMC20USDT,2025-11-19,1.1957,0.3479,pump
mexc,CNGUSDT,2025-05-20,1.0697,1.0542,pump
mexc,COAIUSDT,2025-09-25,611.295,0.8829,pump
mexc,COCAUSDT,2025-07-07,0.5643,0.086,volatile_control
mexc,COCOUSDT,2026-01-14,1.3408,0.0938,volatile_control
mexc,CODEXUSDT,2026-01-02,107.8236,0.4951,pump
mexc,COHRONUSDT,2026-03-23,0.5476,0.0288,volatile_control
mexc,COINDEPOUSDT,2025-10-14,5.7515,0.8506,pump
mexc,COINXUSDT,2025-07-10,1.6809,1.002,pump
mexc,COLLATUSDT,2025-05-15,3.8688,0.6706,pump
mexc,COLLECTUSDT,2025-12-29,1.5981,0.2456,volatile_control
mexc,COLSUSDT,2025-09-15,2.6923,0.6463,pump
mexc,COMAIUSDT,2025-05-30,0.5894,1.0006,pump
mexc,COMMONUSDT,2025-10-27,3.079,1.0603,pump
mexc,COMPUSDT,2025-05-31,0.5653,0.5534,pump
mexc,COOKUSDT,2025-07-06,0.5468,0.2273,volatile_control
mexc,COOKIEUSDT,2025-05-15,1.0625,0.7849,pump
mexc,COPUSDT,2026-01-14,0.8473,0.1605,volatile_control
mexc,COPXONUSDT,2026-01-30,0.5382,0.2276,volatile_control
mexc,COQUSDT,2025-07-04,0.621,0.3186,pump
mexc,CORALUSDT,2025-05-21,0.525,1.9191,pump
mexc,COREUSDT,2025-12-02,0.7682,0.7097,pump
mexc,CORNUSDT,2025-06-24,0.6547,0.9924,pump
mexc,COSUSDT,2025-08-04,1.504,0.2048,volatile_control
mexc,COTUSDT,2025-07-30,1.3243,0.7675,pump
mexc,COTIUSDT,2025-10-23,0.9425,0.7372,pump
mexc,COWUSDT,2025-06-28,0.7683,0.2131,volatile_control
mexc,CPFCUSDT,2025-08-18,3.18,1.0207,pump
mexc,CPHUSDT,2025-05-16,0.5188,1.5659,pump
mexc,CPNGONUSDT,2026-03-23,0.7075,0.1001,volatile_control
mexc,CPOOLUSDT,2025-06-25,0.5751,0.2671,volatile_control
mexc,CRATUSDT,2025-12-23,6.0,1.0891,pump
mexc,CRCLONUSDT,2025-09-03,0.8424,0.1428,volatile_control
mexc,CRCLXUSDT,2025-07-02,0.8431,0.7181,pump
mexc,CREOUSDT,2025-08-03,0.5195,0.3836,pump
mexc,CREPEUSDT,2025-05-15,4.5,0.9569,pump
mexc,CREPE1USDT,2025-08-20,7.5853,0.8885,pump
mexc,CRETAUSDT,2025-09-22,0.5495,0.8638,pump
mexc,CROUSDT,2025-06-30,0.6595,0.3211,pump
mexc,CROSSUSDT,2025-07-04,16.8284,0.3277,pump
mexc,CRTAIUSDT,2025-06-01,0.5156,1.7371,pump
mexc,CRTRUSDT,2026-02-23,12.2,0.4285,pump
mexc,CRUUSDT,2025-12-18,0.9375,0.2222,volatile_control
mexc,CRVUSDT,2025-06-30,1.0253,0.1835,volatile_control
mexc,CRWVONUSDT,2026-03-23,0.752,0.0683,volatile_control
mexc,CRYPGPTUSDT,2026-03-19,0.5621,1.5245,pump
mexc,CSCOONUSDT,2025-09-08,0.7352,0.0802,volatile_control
mexc,CSIGMAUSDT,2025-07-22,0.6224,0.1185,volatile_control
mexc,CSIXUSDT,2025-06-26,0.5026,0.8505,pump
mexc,CSPRUSDT,2026-03-06,0.689,0.6988,pump
mexc,CSWAPUSDT,2025-06-23,0.8627,0.5434,pump
mexc,CTAUSDT,2025-05-30,0.9905,0.2732,volatile_control
mexc,CTCUSDT,2025-11-21,0.5252,1.055,pump
mexc,CTKUSDT,2025-06-13,0.5489,0.6586,pump
mexc,CTPUSDT,2025-06-19,0.5044,0.1196,volatile_control
mexc,CTXCUSDT,2025-05-16,0.5412,0.9541,pump
mexc,CUDISUSDT,2025-06-05,10.5333,0.7123,pump
mexc,CULTUSDT,2025-06-23,0.6594,0.3368,pump
mexc,CULTDAOUSDT,2025-05-15,1.3668,0.6706,pump
mexc,CVXUSDT,2025-06-29,1.2163,0.3835,pump
mexc,CWEBUSDT,2025-05-15,0.5112,0.5364,pump
mexc,CXTUSDT,2025-05-15,1.0378,0.9673,pump
mexc,CYBERUSDT,2025-06-23,0.7219,0.5847,pump
mexc,CYBROUSDT,2025-06-25,0.5297,0.6983,pump
mexc,CYPRUSDT,2025-10-05,2.15,1.2731,pump
mexc,CYSUSDT,2025-12-11,3.388,0.5106,pump
mexc,DUSDT,2025-06-23,0.9887,0.7077,pump
mexc,DADDYUSDT,2025-07-11,0.5884,0.4319,pump
mexc,DAGUSDT,2025-07-04,0.6862,0.3193,pump
mexc,DAMUSDT,2025-08-18,6.5513,0.9518,pump
mexc,DANGNNUSDT,2025-06-15,0.8375,0.7662,pump
mexc,DAOUSDT,2026-02-09,0.5112,0.8202,pump
mexc,DASHBTC,2025-09-14,0.5002,0.6365,pump
mexc,DASHUSDT,2025-09-14,0.5367,0.543,pump
mexc,DBRUSDT,2025-06-10,1.2572,0.5548,pump
mexc,DCUSDT,2025-09-21,0.5167,1.3918,pump
mexc,DCKUSDT,2025-07-13,0.5112,1.2298,pump
mexc,DCRUSDT,2025-09-26,0.5065,1.0901,pump
mexc,DCTUSDT,2025-07-08,9.0,0.8799,pump
mexc,DDMTUSDT,2025-05-16,1.4237,0.9751,pump
